1_level,2_level,3_level,4_level,5_level,sub_1,year,subCategory,winner,object,id,primaryContext,secondaryContext,primaryContextType,secondaryContextType,url,pub_date
film,festivals,Venice International Film Festival,golden lion,,,1946,,1,The Southerner,tt0038107,Jean Renoir,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1947,,1,Siréna,tt0130261,Karel Steklý,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1948,,1,Hamlet,tt0040416,Laurence Olivier,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1949,,1,Manon,tt0041634,Henri-Georges Clouzot,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1950,,1,Justice Is Done,tt0042625,André Cayatte,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1951,,1,Rashomon,tt0042876,Akira Kurosawa,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1952,,1,Forbidden Games,tt0043686,René Clément,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1954,,1,Romeo and Juliet,tt0047029,Renato Castellani,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1955,,1,Ordet,tt0048452,Carl Theodor Dreyer,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1957,,1,Aparajito,tt0048956,Satyajit Ray,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1958,,1,The Rickshaw Man,tt0051955,Hiroshi Inagaki,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1959,,1,Il Generale Della Rovere,tt0053856,Roberto Rossellini,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1959,,1,The Great War,tt0052861,Mario Monicelli,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1960,,1,Tomorrow Is My Turn,tt0054161,André Cayatte,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1961,,1,Last Year at Marienbad,tt0054632,Alain Resnais,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1962,,1,Family Portrait,tt0056966,Valerio Zurlini,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1962,,1,Ivan's Childhood,tt0056111,Andrei Tarkovsky,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1963,,1,Hands over the City,tt0057286,Francesco Rosi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1964,,1,Red Desert,tt0058003,Michelangelo Antonioni,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1965,,1,Vague Stars of Ursa...,tt0059856,Luchino Visconti,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1966,,1,The Battle of Algiers,tt0058946,Gillo Pontecorvo,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1967,,1,Belle de Jour,tt0061395,Luis Buñuel,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1968,,1,The Artist in the Circus Dome: Clueless,tt0062679,Alexander Kluge,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1980,,1,Atlantic City,tt0080388,Louis Malle,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1980,,1,Gloria,tt0080798,John Cassavetes,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1981,,1,Marianne & Juliane,tt0082081,Margarethe von Trotta,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1982,,1,The State of Things,tt0084725,Wim Wenders,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1983,,1,First Name: Carmen,tt0086153,Jean-Luc Godard,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1984,,1,A Year of the Quiet Sun,tt0088009,Krzysztof Zanussi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1985,,1,Vagabond,tt0089960,Agnès Varda,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1986,,1,Le rayon vert,tt0091830,Éric Rohmer,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1987,,1,"Goodbye, Children",tt0092593,Louis Malle,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1988,,1,La leggenda del santo bevitore,tt0095513,Ermanno Olmi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1989,,1,A City of Sadness,tt0096908,Hou Hsiao-hsien,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1990,,1,Rosencrantz & Guildenstern Are Dead,tt0100519,Tom Stoppard,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1991,,1,Close to Eden,tt0103176,Nikita Mikhalkov,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1992,,1,The Story of Qiu Ju,tt0105197,Zhang Yimou,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1993,,1,Short Cuts,tt0108122,Robert Altman,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1993,,1,Three Colors: Blue,tt0108394,Krzysztof Kie?lowski,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023,Krzysztof Kie?lowski
film,festivals,Venice International Film Festival,golden lion,,,1994,,1,Before the Rain,tt0110882,Milcho Manchevski,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1994,,1,Vive L'Amour,tt0109066,Tsai Ming-liang,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1995,,1,Cyclo,tt0112767,Anh Hung Tran,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1996,,1,Michael Collins,tt0117039,Neil Jordan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1997,,1,Fireworks,tt0119250,Takeshi Kitano,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1998,,1,Così ridevano,tt0139951,Gianni Amelio,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,1999,,1,Not One Less,tt0209189,Zhang Yimou,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2000,,1,The Circle,tt0255094,Jafar Panahi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2001,,1,Monsoon Wedding,tt0265343,Mira Nair,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2002,,1,The Magdalene Sisters,tt0318411,Peter Mullan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2003,,1,The Return,tt0376968,Andrey Zvyagintsev,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2004,,1,Vera Drake,tt0383694,Mike Leigh,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2005,,1,Brokeback Mountain,tt0388795,Ang Lee,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2006,,1,Still Life,tt0859765,Jia Zhangke,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2007,,1,"Lust, Caution",tt0808357,Ang Lee,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2008,,1,The Wrestler,tt1125849,Darren Aronofsky,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2009,,1,Lebanon,tt1483831,Samuel Maoz,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2010,,1,Somewhere,tt1421051,Sofia Coppola,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2011,,1,Faust,tt1437357,Alexander Sokurov,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2012,,1,Pieta,tt2299842,Kim Ki-duk,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2013,,1,Sacro GRA,tt3172520,Gianfranco Rosi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2014,,1,A Pigeon Sat on a Branch Reflecting on Existence,tt1883180,Roy Andersson,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2015,,1,From Afar,tt4721400,Lorenzo Vigas,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2016,,1,The Woman Who Left,tt5843990,Lav Diaz,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2017,,1,The Shape of Water,tt5580390,Guillermo del Toro,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2018,,1,Roma,tt6155172,Alfonso Cuarón,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2019,,1,Joker,tt7286456,Todd Phillips,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2020,,1,Nomadland,tt9770150,Chloé Zhao,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2021,,1,Happening,tt13880104,Audrey Diwan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden lion,,,2022,,1,All the Beauty and the Bloodshed,tt21374850,Laura Poitras,,award recipient,,https://en.wikipedia.org/wiki/Golden_Lion,10/19/2023
film,festivals,Venice International Film Festival,golden osella,,,1947,Screenplay,1,Spring,tt0039954,"Aleksandr Raskin, Grigori Aleksandrov, Moris Slobodskoy",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1948,Screenplay,1,The Fallen Idol,tt0040338,Graham Greene,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1987,Screenplay,1,House of Games,tt0093223,David Mamet,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1988,Cinematography,1,The Black Monk,tt0092754,Vadim Yusov,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1988,Screenplay,1,Women on the Verge of a Nervous Breakdown,tt0095675,Pedro Almodóvar,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1989,Cinematography,1,Australia,tt0096854,Giorgos Arvanitis,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1989,Screenplay,1,I Want to Go Home,tt0097555,Jules Feiffer,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1990,Screenplay,1,Sirup,tt0100627,Helle Ryslinge,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1991,Screenplay,1,Mississippi Masala,tt0102456,Sooni Taraporevala,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1994,Cinematography,1,Ashes of Time,tt0109688,Christopher Doyle,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1994,Director,1,Lamerica,tt0110299,Gianni Amelio,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1994,Screenplay,1,The Tit and the Moon,tt0111403,"Bigas Luna, Cuca Canals",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1995,Cinematography,1,Maborosi,tt0113725,Masao Nakabori,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1995,Director,1,A Midwinter's Tale,tt0113403,Kenneth Branagh,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1995,Screenplay,1,Det Means Girl,tt0129872,Abolfazl Jalili,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1996,Original Music,1,Deep Crimson,tt0117394,David Mansfield,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1996,Screenplay,1,Deep Crimson,tt0117394,Paz Alicia Garciadiego,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1996,Set Design,1,Deep Crimson,tt0117394,"Marisa Pecanins, Mónica Chirinos",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1997,Cinematography,1,Ossos,tt0119844,Emmanuel Machuel,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1997,Original Music,1,Chinese Box,tt0118851,Graeme Revell,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1997,Screenplay,1,Dry Cleaning,tt0119773,"Anne Fontaine, Gilles Taurand",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1998,Cinematography,1,Così ridevano,tt0139951,Luca Bigazzi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1998,Cinematography,1,L'albero delle pere,tt0143093,Luca Bigazzi,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1998,Original Music,1,Clouds,tt0168594,Gerardo Gandini,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,1998,Screenplay,1,Autumn Tale,tt0137439,Éric Rohmer,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2004,Outstanding Technical Contribution,1,Howl's Moving Castle,tt0347149,Studio Ghibli,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2005,Outstanding Technical Contribution,1,Les amants réguliers,tt0443844,William Lubtchansky,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2005,Screenplay,1,"Good Night, and Good Luck.",tt0433383,"George Clooney, Grant Heslov",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2006,Outstanding Technical Contribution,1,Children of Men,tt0206634,Emmanuel Lubezki,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2006,Screenplay,1,The Queen,tt0436697,Peter Morgan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2007,Outstanding Technical Contribution,1,"Lust, Caution",tt0808357,Rodrigo Prieto,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2007,Screenplay,1,It's a Free World...,tt0807054,Paul Laverty,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2008,Outstanding Technical Contribution,1,Paper Soldier,tt1284576,"Alisher Khamidkhodzhaev, Maksim Drozdov",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2008,Screenplay,1,Teza,tt1284592,Haile Gerima,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2009,Outstanding Technical Contribution,1,Mr. Nobody,tt0485947,Sylvie Olivé,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2009,Screenplay,1,Life During Wartime,tt0808526,Todd Solondz,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2010,Outstanding Technical Contribution,1,Silent Souls,tt1693830,Mikhail Krichman,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2010,Screenplay,1,The Last Circus,tt1572491,Ãlex de la Iglesia,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2011,Outstanding Technical Contribution,1,Wuthering Heights,tt1181614,Robbie Ryan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2011,Screenplay,1,Alps,tt1859446,"Efthymis Filippou, Yorgos Lanthimos",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2012,Outstanding Technical Contribution,1,It Was the Son,tt1891788,Daniele Ciprì,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2012,Screenplay,1,Something in the Air,tt1846472,Olivier Assayas,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2013,Screenplay,1,Philomena,tt2431286,"Jeff Pope, Steve Coogan",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2014,Screenplay,1,Tales,tt3526482,Rakhsh?n Banietemad,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023,Rakhsh?n Banietemad
film,festivals,Venice International Film Festival,golden osella,,,2015,Screenplay,1,Courted,tt4216908,Christian Vincent,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2016,Screenplay,1,Jackie,tt1619029,Noah Oppenheim,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2017,Screenplay,1,"Three Billboards Outside Ebbing, Missouri",tt5027774,Martin McDonagh,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2018,Screenplay,1,The Ballad of Buster Scruggs,tt6412452,"Ethan Coen, Joel Coen",,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2019,Screenplay,1,No.7 Cherry Lane,tt10687168,Yonfan,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2020,Screenplay,1,The Disciple,tt11423784,Chaitanya Tamhane,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2021,Screenplay,1,The Lost Daughter,tt9100054,Maggie Gyllenhaal,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,golden osella,,,2022,Screenplay,1,The Banshees of Inisherin,tt11813216,Martin McDonagh,,award recipient,,https://en.wikipedia.org/wiki/Golden_Osella,9/13/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1951,,1,A Streetcar Named Desire,tt0044081,Elia Kazan,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1952,,1,Crash of Silence,tt0045654,Alexander Mackendrick,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1952,,1,The Curious Adventures of Mr. Wonderbird,tt0044414,Paul Grimault,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1954,,1,Executive Suite,tt0046963,Robert Wise,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1958,,1,The Challenge,tt0051530,Francesco Rosi,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1958,,1,The Lovers,tt0052556,Louis Malle,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1959,,1,The Magician,tt0051365,Ingmar Bergman,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1960,,1,Rocco and His Brothers,tt0054248,Luchino Visconti,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1961,,1,Mir vkhodyashchemu,tt0055181,"Aleksandr Alov, Vladimir Naumov",,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1962,,1,Vivre Sa Vie,tt0056663,Jean-Luc Godard,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1963,,1,The Fire Within,tt0057058,Louis Malle,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1963,,1,Vstuplenie,tt0175312,Igor Talankin,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1964,,1,Hamlet,tt0058126,Grigori Kozintsev,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1964,,1,The Gospel According to St. Matthew,tt0058715,Pier Paolo Pasolini,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1965,,1,I Am Twenty,tt0058361,Marlen Khutsiev,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1965,,1,Modiga mindre män,tt0063316,Leif Krantz,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1965,,1,Simon of the Desert,tt0059719,Luis Buñuel,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1966,,1,Abschied von gestern - (Anita G.),tt0060063,Alexander Kluge,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1966,,1,Chappaqua,tt0059025,Conrad Rooks,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1967,,1,China is Near,tt0061483,Marco Bellocchio,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1967,,1,La Chinoise,tt0061473,Jean-Luc Godard,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
film,festivals,Venice International Film Festival,grand jury prize,,,1968,,1,Le Socrate,tt0128558,Robert Lapoujade,,award recipient,,https://en.wikipedia.org/wiki/Grand_Jury_Prize_(Venice_Film_Festival),9/11/2023
