1_level,2_level,3_level,4_level,5_level,6_level,sub_1,object,id,rank,url,pub_date
film,rankings,Genre,Animation,AFI,,,Snow White and the Seven Dwarfs,tt0029583,1,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Pinocchio,tt0032910,2,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Bambi,tt0034492,3,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,The Lion King,tt0110357,4,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Fantasia,tt0032455,5,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Toy Story,tt0114709,6,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Beauty and the Beast,tt0101414,7,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Shrek,tt0126029,8,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Cinderella,tt0042332,9,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Animation,AFI,,,Finding Nemo,tt0266543,10,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Biopic,A.V. Club,,,Goodfellas,tt0099685,1,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Schindler’s List,,2,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Raging Bull,,3,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Amadeus,,4,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,The Last Emperor,,5,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Lawrence Of Arabia,,6,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Coal Miner’s Daughter,,7,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Gandhi,tt0083987,8,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Ray,,9,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Milk,,10,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Bohemian Rhapsody,,11,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Chaplin,,12,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Walk The Line,,13,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Lincoln,,14,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Biopic,A.V. Club,,,Ed Wood,tt0109707,15,https://www.avclub.com/best-biopics-of-all-time-ranked-1850653338,7/20/2023
film,rankings,Genre,Christmas,A.V. Club,,,It’s A Wonderful Life,tt0038650,1,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,1951,A Christmas Carol,,2,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,1947,Miracle On 34th Street,,3,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,A Christmas Story,,4,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Elf,,5,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Gremlins,,6,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,A Charlie Brown Christmas,,7,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Home Alone,,8,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Shop Around The Corner,,9,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,White Christmas,,10,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Carol,tt2402927,11,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,National Lampoon’s Christmas Vacation,,12,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Nightmare Before Christmas,tt0107688,13,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,1966,How The Grinch Stole Christmas,,14,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,1964,Rudolph The Red-Nosed Reindeer,,15,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Christmas In Connecticut,,16,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Remember The Night,,17,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Klaus,,18,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Bad Santa,,19,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Scrooged,,20,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Muppet Christmas Carol,,21,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,It Happened On Fifth Avenue,,22,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,1974,Black Christmas,tt0071222,23,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Happiest Season,,24,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Love Actually,,25,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Santa Claus Is Comin’ To Town,,26,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,Tokyo Godfathers,,27,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Christmas Chronicles,,28,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Polar Express,,29,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,A.V. Club,,,The Santa Clause,,30,https://www.avclub.com/best-christmas-movies-ranked-list-1849833615,12/6/2022
film,rankings,Genre,Christmas,Empire,,1988,Die Hard,tt0095016,1,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1946,It's A Wonderful Life,tt0038650,2,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1984,Gremlins,,3,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1992,The Muppet Christmas Carol,,4,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1983,Trading Places,,5,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1993,The Nightmare Before Christmas,tt0107688,6,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1988,Scrooged,,7,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1992,Batman Returns,,8,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2005,Kiss Kiss Bang Bang,,9,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2003,Bad Santa,,10,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2003,Elf,,11,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1990,Home Alone,,12,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1987,Lethal Weapon,,13,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1990,Edward Scissorhands,tt0099487,14,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1989,National Lampoon's Christmas Vacation,,15,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1983,A Christmas Story,,16,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1994,Miracle On 34th Street,,17,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1954,White Christmas,,18,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1983,Mickey's Christmas Carol,,19,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1982,The Snowman,,20,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1944,Meet Me In St Louis,,21,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2010,Rare Exports: A Christmas Tale,,22,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2003,Love Actually,,23,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1994,The Santa Clause,,24,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1965,A Charlie Brown Christmas,,25,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2000,How The Grinch Stole Christmas,,26,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1996,Jingle All The Way,,27,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,2004,The Polar Express,,28,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1992,Home Alone 2,,29,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,Empire,,1985,Brazil,,30,https://www.empireonline.com/movies/features/empire-30-best-christmas-movies/,12/23/2022
film,rankings,Genre,Christmas,MovieWeb,,1946,It's a Wonderful Life ,tt0038650,1,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1990,Home Alone ,,2,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1994,Miracle On 34th Street ,,3,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,2003,Elf ,,4,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1983,A Christmas Story ,,5,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1993,The Nightmare Before Christmas ,tt0107688,6,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1951,A Christmas Carol ,,7,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1989,National Lampoon's Christmas Vacation ,,8,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,2003,Bad Santa ,,9,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,2002,About a Boy ,,10,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1988,Die Hard ,tt0095016,11,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,2008,A Christmas Tale ,,12,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1984,Gremlins ,,13,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1944,Meet Me in St. Louis ,,14,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,MovieWeb,,1992,The Muppet Christmas Carol ,,15,https://movieweb.com/best-christmas-movies/,11/8/2023
film,rankings,Genre,Christmas,TimeOut,,1946,It's a Wonderful Life ,tt0038650,1,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1988,Die Hard ,tt0095016,2,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1984,Gremlins ,,3,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2003,Elf ,,4,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2003,Bad Santa ,,5,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1990,Home Alone ,,6,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1983,A Christmas Story ,,7,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1990,Edward Scissorhands ,tt0099487,8,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1982,The Snowman ,,9,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2005,"Kiss Kiss, Bang Bang ",,10,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1965,A Charlie Brown Christmas ,,11,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1992,Batman Returns ,,12,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1998,Scrooged ,,13,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2001,8 Women ,,14,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",,15,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1947,Miracle on 34th Street ,,16,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2008,In Bruges ,tt0780536,17,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1940,The Shop Around the Corner ,,18,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2015,Carol ,tt2402927,19,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1992,The Muppet Christmas Carol ,,20,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1993,The Nightmare Before Christmas ,tt0107688,21,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2001,Bridget Jones’s Diary ,,22,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1998,You’ve Got Mail ,,23,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1983,Trading Places ,,24,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2011,Arthur Christmas ,,25,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1938,A Christmas Carol ,,26,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1942,Holiday Inn ,,27,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1990,Die Hard 2 ,,28,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1995,While You Were Sleeping ,,29,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1980,Christmas Evil ,,30,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2002,About a Boy ,,31,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1944,Meet Me in St Louis ,,32,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1989,National Lampoon’s Christmas Vacation ,,33,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1934,Babes in Toyland ,,34,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1983,Mickey’s Christmas Carol ,,35,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2008,A Christmas Tale ,,36,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1954,White Christmas ,,37,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2019,Klaus ,,38,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2015,Krampus ,,39,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2010,Rare Exports: A Christmas Tale ,,40,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1987,Lethal Weapon ,,41,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2005,The Family Stone ,,42,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2003,Love Actually ,,43,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1974,Black Christmas ,tt0071222,44,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1945,Christmas in Connecticut ,,45,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2004,The Polar Express ,,46,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2006,The Holiday ,,47,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1964,Rudolph the Red-Nosed Reindeer ,,48,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,1994,The Santa Clause ,,49,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Christmas,TimeOut,,2001,Harry Potter and the Philosopher’s Stone ,,50,https://www.timeout.com/film/the-50-best-christmas-movies,10/17/2023
film,rankings,Genre,Comedy,All,MovieWeb,1993,Groundhog Day ,tt0107048,1,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1959,Some Like It Hot ,,2,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2006,Borat ,,3,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1993,Dazed and Confused ,tt0106677,4,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1987,The Princess Bride ,,5,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1975,Monty Python and the Holy Grail ,,6,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1974,Young Frankenstein ,,7,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2003,School of Rock ,,8,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2004,Anchorman: The Legend of Ron Burgundy ,tt0357413,9,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2007,Superbad ,,10,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1964,Dr. Strangelove ,tt0057012,11,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1997,Austin Powers: International Man of Mystery ,,12,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1940,His Girl Friday ,tt0032599,13,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1994,The Mask ,,14,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1933,Duck Soup ,tt0023969,15,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1974,Blazing Saddles ,,16,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1998,The Big Lebowski ,,17,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2014,22 Jump Street ,,18,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2011,Bridesmaids ,tt1478338,19,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2007,Hot Fuzz ,,20,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1980,Airplane! ,tt0080339,21,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1999,"South Park: Bigger, Longer, and Uncut ",,22,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2009,The Hangover ,,23,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1999,Office Space ,,24,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2001,Shrek ,,25,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1995,Friday ,,26,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1984,Ghostbusters ,tt0087332,27,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1998,There’s Something About Mary ,,28,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1988,Coming to America ,,29,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1980,Caddyshack ,tt0080487,30,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2008,Step Brothers ,,31,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,1999,American Pie ,,32,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2005,The 40-Year-Old Virgin ,,33,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2000,How the Grinch Stole Christmas ,,34,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,All,MovieWeb,2012,21 Jump Street ,,35,https://movieweb.com/funniest-movies-ever-made/,11/3/2023
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,City Lights,tt0021749,1,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Annie Hall,tt0075686,2,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,It Happened One Night,tt0025316,3,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Roman Holiday,tt0046250,4,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,The Philadelphia Story,tt0032904,5,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,When Harry Met Sally...,tt0098635,6,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Adam's Rib,tt0041090,7,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Moonstruck,tt0093565,8,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Harold and Maude,tt0067185,9,https://www.afi.com/afis-10-top-10/,1/1/2008
film,rankings,Genre,Comedy,Romantic Comedy,AFI,,Sleepless in Seattle,tt0108160,10,https://www.afi.com/afis-10-top-10/,1/1/2008
